status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.subsection_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.slideshow_credits,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.print_section,response.docs.print_page
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"The unmanned Proton-M rocket rose just above its launching tower at the Baikonur Cosmodrome, wobbled and then tipped over into the desert in a ball of fire.",https://www.nytimes.com/video/world/asia/100000002315164/russian-rocket-explodes-after-launch.html,"The unmanned Proton-M rocket rose just above its launching tower at the Baikonur Cosmodrome, wobbled and then tipped over into the desert in a ball of fire.","The unmanned Proton-M rocket rose just above its launching tower at the Baikonur Cosmodrome, wobbled and then tipped over into the desert in a ball of fire.",Reuters,2013-07-02T16:48:52+0000,multimedia,,World,Asia Pacific,Video,nyt://video/b3ed7b47-485a-5f04-aebc-bb802d2eed65,0,nyt://video/b3ed7b47-485a-5f04-aebc-bb802d2eed65,NA,Russian Rocket Explodes After Launch,NA,NA,NA,NA,NA,NA,Reuters,Reuters,518,100,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Paris,https://www.nytimes.com/slideshow/2013/07/01/fashion/runway-couture/giambattista-valli-fall-2013-couture.html,Paris,Paris,The New York Times,2013-07-02T12:07:02+0000,multimedia,Fashion & Style,Fashion & Style,Couture Runway,Slideshow,nyt://slideshow/10679c5b-2190-5537-8305-ae39aa17dcda,0,nyt://slideshow/10679c5b-2190-5537-8305-ae39aa17dcda,Nowfashion.com,Giambattista Valli: Fall 2013 Couture,NA,NA,NA,NA,NA,NA,NA,NA,518,100,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Tulsa’s boosters argue that the city, seeking to host the 2024 Olympics, offers something that big-ticket rivals can only dream of — the vast frontier of America.",https://json8.nytimes.com/slideshow/2013/07/01/sports/olympics/a-midsize-city-with-a-global-ambition.html,"Tulsa’s boosters argue that the city, seeking to host the 2024 Olympics, offers something that big-ticket rivals can only dream of — the vast frontier of America.","Tulsa’s boosters argue that the city, seeking to host the 2024 Olympics, offers something that big-ticket rivals can only dream of — the vast frontier of America.",NA,2013-07-01T04:39:11+0000,multimedia,NA,NA,NA,Slideshow,nyt://slideshow/63eea17f-f210-58a3-a31e-87c667f34ed9,0,nyt://slideshow/63eea17f-f210-58a3-a31e-87c667f34ed9,NA,A Midsize City With a Global Ambition,NA,NA,NA,NA,NA,NA,NA,NA,518,110,51,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Kristina Oedman draws inspiration from her father and the men’s sections of department stores.,https://www.nytimes.com/video/fashion/100000002313526/intersection-santa-monica-breezy-style.html,Kristina Oedman draws inspiration from her father and the men’s sections of department stores.,Kristina Oedman draws inspiration from her father and the men’s sections of department stores.,The New York Times,2013-07-01T22:49:28+0000,multimedia,,Fashion & Style,NA,Video,nyt://video/0a71bcab-0497-5985-8b2b-43b499c988c3,0,nyt://video/0a71bcab-0497-5985-8b2b-43b499c988c3,NA,Intersection: Santa Monica Breezy Style,NA,NA,NA,NA,NA,NA,Fritzie Andrade,NA,518,110,51,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Nineteen members of the Granite Mountain Hotshots, an elite firefighting crew, died fighting a wildfire in Yarnell, Ariz.",https://www.nytimes.com/interactive/2013/07/01/us/firefighter-map.html,"Nineteen members of the Granite Mountain Hotshots, an elite firefighting crew, died fighting a wildfire in Yarnell, Ariz.","Nineteen members of the Granite Mountain Hotshots, an elite firefighting crew, died fighting a wildfire in Yarnell, Ariz.",The New York Times,2013-07-02T01:57:16+0000,multimedia,U.S.,U.S.,NA,Interactive Feature,nyt://interactive/c0cdf11b-fa93-57ed-974f-283053b2e5ba,0,nyt://interactive/c0cdf11b-fa93-57ed-974f-283053b2e5ba,NA,Arizona Blaze Traps Firefighters,NA,NA,NA,NA,NA,NA,NA,NA,518,110,51,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Aerial video clips from Yarnell, Ariz., show the remains of houses burned by a wildfire that swept through the area, killing 19 firefighters.",https://www.nytimes.com/video/us/100000002313220/raw-footage-arizona-wildfire-aftermath.html,"Aerial video clips from Yarnell, Ariz., show the remains of houses burned by a wildfire that swept through the area, killing 19 firefighters.","Aerial video clips from Yarnell, Ariz., show the remains of houses burned by a wildfire that swept through the area, killing 19 firefighters.",The New York Times,2013-07-01T16:28:17+0000,multimedia,,U.S.,NA,Video,nyt://video/d7ea52e4-e7e8-58e5-8329-9faea4ced756,0,nyt://video/d7ea52e4-e7e8-58e5-8329-9faea4ced756,NA,Raw Footage: Arizona Wildfire Aftermath,NA,NA,NA,NA,NA,NA,NA,NA,518,110,51,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Kevin Hart’s new stand-up comedy film mines his personal and professional low points, as well as parenthood, for material.",https://www.nytimes.com/2013/07/03/movies/kevin-hart-let-me-explain-is-both-stand-up-and-travelogue.html,"Kevin Hart’s new stand-up comedy film mines his personal and professional low points, as well as parenthood, for material.", ,The New York Times,2013-07-02T21:17:09+0000,article,Culture,Movies,NA,Review,nyt://article/5fe074d6-5412-544c-b8cb-ef998a37de2f,240,nyt://article/5fe074d6-5412-544c-b8cb-ef998a37de2f,NA,"Comedic Soul-Searching, Punctuated by Pyrotechnics",Movie Review,NA,Kevin Hart,NA,NA,NA,By Neil Genzlinger,NA,518,110,51,C,9
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,An actor responds to a front-page article about electronically measuring audience reactions in the theater.,https://www.nytimes.com/2013/07/01/opinion/the-device-is-the-thing.html,An actor responds to a front-page article about electronically measuring audience reactions in the theater.,To the Editor:,The New York Times,2013-07-01T01:23:07+0000,article,Letters,Opinion,NA,Letter,nyt://article/b003275c-de26-58c0-a9e5-8989d3d8718d,118,nyt://article/b003275c-de26-58c0-a9e5-8989d3d8718d,NA,The Device Is the Thing,Letter,NA,The Device Is the Thing,NA,NA,NA,NA,NA,518,110,51,A,22
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Readers have diverging reactions to two Op-Ed articles.,https://www.nytimes.com/2013/07/02/opinion/suing-or-taxing-the-gun-makers.html,Readers have diverging reactions to two Op-Ed articles., ,The New York Times,2013-07-02T01:23:08+0000,article,Letters,Opinion,NA,Letter,nyt://article/7543e691-e5e3-5b53-8ef8-ee5c8ac9c3d9,705,nyt://article/7543e691-e5e3-5b53-8ef8-ee5c8ac9c3d9,NA,"Suing, or Taxing, the Gun Makers",Letters,NA,"Suing, or Taxing, the Gun Makers",NA,NA,NA,NA,NA,518,110,51,A,24
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"The Department of Defense has identified 2,228 American service members who have died as a part of the Afghan war and related operations.",https://www.nytimes.com/2013/07/02/us/us-military-deaths-in-afghanistan.html,"The Department of Defense has identified 2,228 American service members who have died as a part of the Afghan war and related operations.","The Department of Defense has identified 2,228 American service members who have died as a part of the Afghan war and related operations. It confirmed the death of the following American recently:",The New York Times,2013-07-01T22:25:24+0000,article,National,U.S.,NA,List,nyt://article/b0811698-c6ec-51eb-854c-74a1386bdc1a,43,nyt://article/b0811698-c6ec-51eb-854c-74a1386bdc1a,NA,U.S. Military Deaths in Afghanistan,NA,NA,Names of the Dead,NA,NA,NA,NA,NA,518,110,51,A,9
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,The Air Line Pilots Associations says mergers are necessary to compete successfully.,https://www.nytimes.com/2013/07/02/opinion/airline-consolidation.html,The Air Line Pilots Associations says mergers are necessary to compete successfully.,To the Editor:,The New York Times,2013-07-02T01:23:08+0000,article,Letters,Opinion,NA,Letter,nyt://article/5ba6be7b-8302-554e-823c-bd1e25376d53,160,nyt://article/5ba6be7b-8302-554e-823c-bd1e25376d53,NA,Airline Consolidation,Letter,NA,Airline Consolidation,NA,NA,NA,NA,NA,518,110,51,A,24
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,A filmmaker urges an end to competitive eating.,https://www.nytimes.com/2013/07/02/opinion/on-hot-dogs-and-health.html,A filmmaker urges an end to competitive eating.,To the Editor:,The New York Times,2013-07-02T01:23:08+0000,article,Letters,Opinion,NA,Letter,nyt://article/8d5d8b4e-04fc-5f10-b4c4-caa8c16e227a,162,nyt://article/8d5d8b4e-04fc-5f10-b4c4-caa8c16e227a,NA,On Hot Dogs and Health,Letter,NA,On Hot Dogs and Health,NA,NA,NA,NA,NA,518,110,51,A,24
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,A reader objects to a term used by David Brooks.,https://www.nytimes.com/2013/07/02/opinion/multiethnic-and-robust.html,A reader objects to a term used by David Brooks.,To the Editor:,The New York Times,2013-07-02T01:23:08+0000,article,Letters,Opinion,NA,Letter,nyt://article/72ec8e47-d1a2-57aa-a86c-d210dbac52fc,94,nyt://article/72ec8e47-d1a2-57aa-a86c-d210dbac52fc,NA,"Multiethnic, and Robust",Letter,NA,"Multiethnic, and Robust",NA,NA,NA,NA,NA,518,120,26,A,24
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Quotation of the Day for Monday, July 1.",https://www.nytimes.com/2013/07/01/us/quotation-of-the-day-for-monday-july-1.html,"Quotation of the Day for Monday, July 1.",“I feel like I’m in a used-car lot.”,The New York Times,2013-07-01T03:37:59+0000,article,Summary,U.S.,NA,Quote,nyt://article/6578f6b7-1a6d-5790-b8e6-67254d7f9e04,22,nyt://article/6578f6b7-1a6d-5790-b8e6-67254d7f9e04,NA,"Quotation of the Day for Monday, July 1",NA,NA,Quotation of the Day,NA,NA,NA,NA,NA,518,120,26,A,2
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Corrections appearing in print on July 1, 2013.",https://www.nytimes.com/2013/07/01/pageoneplus/corrections-july-1-2013.html,"Corrections appearing in print on July 1, 2013.",FRONT PAGE,The New York Times,2013-07-01T04:28:06+0000,article,Summary,Corrections,NA,News,nyt://article/64c510c3-5120-53eb-8f71-10e43557b55a,406,nyt://article/64c510c3-5120-53eb-8f71-10e43557b55a,NA,"Corrections: July 1, 2013",NA,NA,Corrections,NA,NA,NA,NA,NA,518,120,26,A,2
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Meet the fallen men of the Granite Mountain Hotshots, an elite crew trained to fight wilderness fires.",https://www.nytimes.com/interactive/2013/07/02/us/firefighter-victims.html,"Meet the fallen men of the Granite Mountain Hotshots, an elite crew trained to fight wilderness fires.","Meet the fallen men of the Granite Mountain Hotshots, an elite crew trained to fight wilderness fires.",The New York Times,2013-07-02T14:35:07+0000,multimedia,U.S.,U.S.,NA,Interactive Feature,nyt://interactive/921c7572-c6e3-5821-a196-719d4378ceb5,0,nyt://interactive/921c7572-c6e3-5821-a196-719d4378ceb5,NA,The 19 Fallen Arizona Firefighters,NA,NA,NA,NA,NA,NA,NA,NA,518,120,26,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Thousands descended on the Texas Capitol in Austin on Monday as Republican lawmakers looked to push through contentious abortion legislation.,https://www.nytimes.com/video/us/100000002316167/protests-hit-special-session-in-texas-.html,Thousands descended on the Texas Capitol in Austin on Monday as Republican lawmakers looked to push through contentious abortion legislation.,Thousands descended on the Texas Capitol in Austin on Monday as Republican lawmakers looked to push through contentious abortion legislation.,The New York Times,2013-07-02T21:02:16+0000,multimedia,National,U.S.,NA,Video,nyt://video/3f7ffe37-faca-5800-bb18-9a17791c5e41,0,nyt://video/3f7ffe37-faca-5800-bb18-9a17791c5e41,NA,Protests Hit Special Session in Texas,NA,NA,NA,NA,NA,NA,NA,NA,518,120,26,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,,https://cooking.nytimes.com/recipes/1014838-pizza-on-the-grill,,"Pizzas made on the grill are really more like topped flatbreads. They get plenty of direct heat, so the surfaces brown nicely, but not enough ambient heat, even with the lid closed, for a crumb to develop on the rim of the pizza. Stretch out or roll the dough very thin, with no raised edge, so that the pizzas won’t have a doughy texture. It’s much easier to work with smaller pies, and it’s important that you don’t weigh down your pizzas with ingredients, especially marinara sauce, or they’ll be difficult to get on and off the grill and they’ll be soggy. A thin layer of marinara — 1/4 cup —  will be plenty for a 10-inch disk.",NA,2013-07-01T00:00:00+0000,recipe,,NA,NA,Recipe,nyt://recipe/2d492825-539b-5b0d-a0d9-0f513c614314,0,nyt://recipe/2d492825-539b-5b0d-a0d9-0f513c614314,NA,Pizza on the Grill,NA,NA,NA,Pizza on the Grill,NA,NA,Martha Rose Shulman,NA,518,120,26,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Mental health spending has remained roughly 1 percent of the economy since 1986, while total health spending has climbed from about 10 percent of gross domestic product in 1986 to nearly 17 percent in 2009.",https://economix.blogs.nytimes.com/2013/07/02/most-u-s-health-spending-is-exploding-but-not-for-mental-health/,"Mental health spending has remained roughly 1 percent of the economy since 1986, while total health spending has climbed from about 10 percent of gross domestic product in 1986 to nearly 17 percent in 2009."," As I write in a magazine column this week, mental illness costs the country a lot of money, primarily in indirect costs like lost worker productivity and increased use of the social safety net. That is one argument for why it might be cost-effective to increase national spending on the direct costs of treatment (like therapy, drugs, etc.).",The New York Times,2013-07-02T18:38:04+0000,article,,Business Day,Economy,News,nyt://article/823cb8f1-1928-5763-952f-94a88467e9a4,505,nyt://article/823cb8f1-1928-5763-952f-94a88467e9a4,NA,Most U.S. Health Spending Is Exploding — but Not for Mental Health,Economix,NA,NA,NA,NA,NA,By Catherine Rampell,NA,518,120,26,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Investors pulled a record amount of money from Pimco’s flagship Total Return bond fund in June, a stark indication of how rising interest rates have pushed bonds out of favor.",https://dealbook.nytimes.com/2013/07/02/investors-pull-9-6-billion-from-pimco-fund/,"Investors pulled a record amount of money from Pimco’s flagship Total Return bond fund in June, a stark indication of how rising interest rates have pushed bonds out of favor.","Investors pulled a record amount of money from Pimco’s flagship Total Return bond fund in June, a stark indication of how rising interest rates have pushed bonds out of favor. ",The New York Times,2013-07-02T21:23:40+0000,article,,Business Day,NA,News,nyt://article/fb295149-6ee9-5884-8b72-8891f74e2b7c,291,nyt://article/fb295149-6ee9-5884-8b72-8891f74e2b7c,NA,Investors Pull $9.6 Billion From Pimco Fund,DealBook,NA,Investors Check Out,NA,NA,NA,By Nathaniel Popper,NA,518,120,26,B,5
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Will the woman Forbes is calling “the most dominant golfer in the world” get proper recognition?,https://takingnote.blogs.nytimes.com/2013/07/01/inbee-parks-winning-streak/,Will the woman Forbes is calling “the most dominant golfer in the world” get proper recognition?,"The South Korean golfer Inbee Park on Sunday won her third straight major tournament, the U.S. Women’s Open at Sebonack Golf Club in Southampton, N.Y. — a streak no other female golfer has managed since Babe Didrikson Zaharias in 1950.",The New York Times,2013-07-01T18:10:32+0000,article,,Opinion,NA,News,nyt://article/f68232bb-2157-5594-9b92-2340dd022377,180,nyt://article/f68232bb-2157-5594-9b92-2340dd022377,NA,Inbee Park’s Winning Streak,Taking Note,NA,NA,NA,NA,NA,By Lawrence Downes,NA,518,120,26,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Scenes from the couture fashion week photo diary of Barbara Anastacio.,https://tmagazine.blogs.nytimes.com/2013/07/02/the-scene-paris-couture-fashion-week-iris-van-herpen/,Scenes from the couture fashion week photo diary of Barbara Anastacio.,Scenes from the couture fashion week photo diary of Barbara Anastacio.,The New York Times,2013-07-02T15:39:05+0000,article,TStyle,T Magazine,NA,News,nyt://article/5d95a368-45ea-53b2-8c55-2c430090c2f0,16,nyt://article/5d95a368-45ea-53b2-8c55-2c430090c2f0,NA,Paris Couture Fashion Week: Iris van Herpen Fall 2013,T Magazine,NA,NA,NA,NA,NA,By Barbara Anastacio,NA,518,120,26,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,I feared being the child identified chiefly by her misfortune.,https://opinionator.blogs.nytimes.com/2013/07/01/poor-little-motherless-child/,I feared being the child identified chiefly by her misfortune.,"When our mother was dying, my little brother would imagine that it was all happening in a play. Our parents worked in the London theater, and we spent many hours there in the darkness, adrift in musicals and comedies, with the light and drama telling us the only story that mattered at the time. So it seemed almost plausible to him — perhaps the terror in our own life was not real life after all. Perhaps it was simply theater.",The New York Times,2013-07-01T11:00:12+0000,article,,Opinion,NA,News,nyt://article/a6ef50ad-88b2-5c68-be52-8583b20d6105,1184,nyt://article/a6ef50ad-88b2-5c68-be52-8583b20d6105,NA,"Poor, Little Motherless Child",Anxiety,NA,NA,NA,NA,NA,By Caroline H. Dworin,NA,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,The AirRam from Gtech combines the simplicity of a cordless vacuum with the power of an electrical vacuum.,https://gadgetwise.blogs.nytimes.com/2013/07/02/an-innovative-design-for-nabbing-dust-bunnies/,The AirRam from Gtech combines the simplicity of a cordless vacuum with the power of an electrical vacuum.,"Gtech, a maker of floor-care and garden products in Britain, is setting its sights on the United States with the introduction here of its latest vacuum, the AirRam.",The New York Times,2013-07-02T13:05:41+0000,article,,Technology,Personal Tech,News,nyt://article/1410073a-bae8-5845-8dcc-4c871c90c6df,398,nyt://article/1410073a-bae8-5845-8dcc-4c871c90c6df,NA,An Innovative Design for Nabbing Dust Bunnies,Gadgetwise,NA,"Cleaner, Powered (Loudly) by a Lithium-Ion Battery",NA,NA,NA,By Gregory Schmidt,NA,518,130,38,B,8
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"The Tribune Company agreed on Monday to buy 19 local television stations for about $2.7 billion, becoming one of the nation’s biggest owners of commercial TV stations as part of an effort to build out its video and digital operations and move away from newspapers.",https://dealbook.nytimes.com/2013/07/01/tribune-to-buy-19-tv-stations-for-2-7-billion/,"The Tribune Company agreed on Monday to buy 19 local television stations for about $2.7 billion, becoming one of the nation’s biggest owners of commercial TV stations as part of an effort to build out its video and digital operations and move away...",8:36 p.m. | Updated ,The New York Times,2013-07-01T11:36:35+0000,article,,Business Day,NA,News,nyt://article/0fcf0bfc-b9d2-5ee7-8bde-2f51099d464e,1089,nyt://article/0fcf0bfc-b9d2-5ee7-8bde-2f51099d464e,NA,Tribune in $2.7 Billion Deal for 19 Local TV Stations,DealBook,NA,Tribune in $2.7 Billion Deal for 19 Local TV Stations,NA,NA,NA,By Brian Stelter and Christine Haughney,NA,518,130,38,B,1
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"An award-winning series on burlesque dancers in Israel brought Dan Balilty into their homes, where he noticed that many of them had dogs.",https://lens.blogs.nytimes.com/2013/07/02/man-photographs-dog/,"An award-winning series on burlesque dancers in Israel brought Dan Balilty into their homes, where he noticed that many of them had dogs.","Dan Balilty never photographed people looking as natural and beautiful as when they were with their dogs. If anything, he said, they became “better versions of themselves.”",The New York Times,2013-07-02T09:00:18+0000,article,,Multimedia/Photos,NA,News,nyt://article/bb0294c1-3856-5c72-bf9d-f3bd25a30d11,775,nyt://article/bb0294c1-3856-5c72-bf9d-f3bd25a30d11,NA,"Dog and Owner, Yin and Yang",Lens,NA,NA,NA,NA,NA,By Alyza Sebenius,NA,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"The Islanders sent Nino Niederreiter to Minnesota for Cal Clutterbuck, and took defenseman Ryan Pulock with the 15th over all pick in Sunday’s N.H.L. draft.",https://slapshot.blogs.nytimes.com/2013/06/30/islanders-make-deal-with-wild-before-selecting-a-defenseman-in-the-first-round/,"The Islanders sent Nino Niederreiter to Minnesota for Cal Clutterbuck, and took defenseman Ryan Pulock with the 15th over all pick in Sunday’s N.H.L. draft.",10:11 p.m. | Updated NEWARK — The Islanders were busy early on Sunday at the N.H.L draft at the Prudential Center. ,The New York Times,2013-07-01T00:52:06+0000,article,,Sports,Hockey,News,nyt://article/85f4daf2-208e-5785-a2cd-bab53c8494b1,532,nyt://article/85f4daf2-208e-5785-a2cd-bab53c8494b1,NA,Islanders Make Deal With Wild Before Selecting a Defenseman in the First Round,Slap Shot,NA,NA,NA,NA,NA,By Allan Kreda,NA,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"A conversation with a Russian MP, an insight into an altered reality.",https://latitude.blogs.nytimes.com/2013/07/01/my-dinner-with-valery/,"A conversation with a Russian MP, an insight into an altered reality.","MOSCOW — Each table at this birthday dinner had a name. My girlfriend and I were to be seated at “Progressives 1.” When we took our seats, a right-liberal political analyst and a right-liberal political consultant and their two wives were there, and two chairs were still empty.",The New York Times,2013-07-01T14:50:35+0000,article,,Opinion,NA,News,nyt://article/c31c7f41-2cb7-5cb5-90c7-e52994c4c5f8,1009,nyt://article/c31c7f41-2cb7-5cb5-90c7-e52994c4c5f8,NA,My Dinner With Valery,Latitude,NA,NA,NA,NA,NA,By Masha Gessen,NA,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,A weekly capsule of travel news curated by our writers and editors.,https://intransit.blogs.nytimes.com/2013/07/01/walkabout-71-trans-atlantic-flights-for-10-and-interactive-hotel-tvs/,A weekly capsule of travel news curated by our writers and editors.,"Across the Atlantic for $10? Michael O’Leary, above, the chief executive of Ryanair who has suggested ideas like standing cabins and pay toilets, has a new concept: Europe to U.S. flights for $10. (Bloomberg)",The New York Times,2013-07-01T17:43:00+0000,article,,Travel,NA,News,nyt://article/fe2f0ec3-245d-5ff9-b000-b7702db8b508,162,nyt://article/fe2f0ec3-245d-5ff9-b000-b7702db8b508,NA,Walkabout – 7/1: Trans-Atlantic Flights for $10 and Interactive Hotel TVs,In Transit,NA,NA,NA,NA,NA,By The New York Times,The New York Times,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"In an advertisement promoting Motorola Mobility’s new smartphone, it borrows familiar themes from Apple, including the emphasis that it is made in America.",https://bits.blogs.nytimes.com/2013/07/02/motorola-apple-made-in-america/,"In an advertisement promoting Motorola Mobility’s new smartphone, it borrows familiar themes from Apple, including the emphasis that it is made in America.","On the day before Independence Day, Motorola Mobility, the handset maker owned by Google, will be running a new advertisement in newspapers for its next smartphone. The ad, however, won’t show a phone. It’s all about how the handset will be made in America.",The New York Times,2013-07-02T22:33:59+0000,article,,Technology,NA,News,nyt://article/6a5f5700-c7f5-53cf-b5f6-703173deb3ce,207,nyt://article/6a5f5700-c7f5-53cf-b5f6-703173deb3ce,NA,Motorola Ad Seems to Catch the ‘Made in U.S.A.’ Bug From Apple,Bits,NA,NA,NA,NA,NA,By Brian X. Chen,NA,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Tweaking a classic while fresh green peas are in season.,https://dinersjournal.blogs.nytimes.com/2013/07/02/green-pea-guacamole/,Tweaking a classic while fresh green peas are in season.,"The Restaurant Takeaway column is devoted to restaurant dishes you can make in your own kitchen, tweaked for home cooks. Visit Cooking for more guacamole recipes.I’d always thought that when it comes to excellent guacamole, less is more, and that the best versions of the dip are always the most basic. Then I tried the green pea guacamole at ABC Cocina, and I changed my mind.",The New York Times,2013-07-02T15:00:47+0000,article,,Style,NA,News,nyt://article/c4f6752a-548b-58ac-937d-027e3ab9657c,461,nyt://article/c4f6752a-548b-58ac-937d-027e3ab9657c,NA,Green Pea Guacamole,Diner&#039;s Journal,NA,NA,NA,NA,NA,By Melissa Clark,NA,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"John C. Malone of Liberty Media is said to be weighing a deal for Time Warner Cable. | Criminal defense work, once shunned by top law firms, is looking increasingly lucrative. | Onyx Pharmaceuticals put itself up for sale after rejecting an unsolicited $10 billion takeover bid. | An updated analysis shows C.E.O.’s got a large raise last year.",https://dealbook.nytimes.com/2013/07/01/deal-talk-in-cable-tv/,"John C. Malone of Liberty Media is said to be weighing a deal for Time Warner Cable. | Criminal defense work, once shunned by top law firms, is looking increasingly lucrative. | Onyx Pharmaceuticals put itself up for sale after rejecting an unsoli...","John C. Malone, chairman of Liberty Media, who made his name through shrewd deal-making in the telecommunications industry, “is weighing a deal for Time Warner Cable, according to people briefed on the matter who were not authorized to speak publicly,” Michael J. de la Merced and Brian Stelter report in DealBook. “In this deal, Charter Communications, a cable operator in which Liberty owns a 27 percent stake, would buy Time Warner Cable. Should he reach a deal, he will most likely use the combined company to roll up other cable operators, upending a status quo dominated by giants like Comcast.”",The New York Times,2013-07-01T12:16:16+0000,article,,Business Day,NA,News,nyt://article/d3b88f69-12de-535b-80ca-b587c04b25aa,1822,nyt://article/d3b88f69-12de-535b-80ca-b587c04b25aa,NA,Deal Talk in Cable TV,DealBook,NA,NA,NA,NA,NA,By William Alden,NA,518,130,38,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Photos from Egypt, South Africa, Afghanistan and Kashmir.",https://lens.blogs.nytimes.com/2013/07/02/pictures-of-the-day-egypt-and-elsewhere-55/,"Photos from Egypt, South Africa, Afghanistan and Kashmir.","Photos from Egypt, South Africa, Afghanistan and Kashmir.",The New York Times,2013-07-02T20:37:37+0000,article,,Multimedia/Photos,NA,News,nyt://article/d26f30d6-a69a-50e8-938d-767099b7ed7a,13,nyt://article/d26f30d6-a69a-50e8-938d-767099b7ed7a,NA,Pictures of the Day: Egypt and Elsewhere,Lens,NA,NA,NA,NA,NA,By The New York Times,The New York Times,518,140,84,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Apple, typically, is being secretive about its intentions, and may — or may not — be developing a watch that does more than tell time.",https://bits.blogs.nytimes.com/2013/07/02/apples-trademark-of-iwatch-fuels-speculation/,"Apple, typically, is being secretive about its intentions, and may — or may not — be developing a watch that does more than tell time.","Apple has moved to register “iWatch” as a trademark in several countries, fueling speculation that the company is working on a gadget worn on the wrist that does a lot more than keep the time.",The New York Times,2013-07-02T17:50:02+0000,article,,Technology,NA,News,nyt://article/12b2d984-0997-5c38-bd73-13e107d7e4c2,658,nyt://article/12b2d984-0997-5c38-bd73-13e107d7e4c2,NA,Apple’s Trademark of ‘iWatch’ Fuels Speculation,Bits,NA,NA,NA,NA,NA,By Eric Pfanner,NA,518,140,84,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"China’s leadership appears to have decided to focus on the quality rather than the quantity of economic growth, the author contends.",https://dealbook.nytimes.com/2013/07/01/urban-smog-and-hazy-economic-prospects-in-china/,"China’s leadership appears to have decided to focus on the quality rather than the quantity of economic growth, the author contends.",Beijing has been hot and smoggy for the last few days. The pollution was so bad that over the weekend the authorities advised residents to stay indoors. The near-term prospects for China’s economy appear at least as hazy.,The New York Times,2013-07-01T17:26:36+0000,article,,Business Day,NA,News,nyt://article/90e12c69-3eac-5820-a5f5-0b8b6ddb223c,1088,nyt://article/90e12c69-3eac-5820-a5f5-0b8b6ddb223c,NA,Urban Smog and Hazy Economic Prospects in China,DealBook,NA,NA,NA,NA,NA,By Bill Bishop,NA,518,140,84,NA,NA
