status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.subsection_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.slideshow_credits,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.print_section,response.docs.print_page
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Can Italians talk without using their hands? Gestures that insult, beg and swear offer a window into Roman culture.",https://www.nytimes.com/video/world/europe/100000002309793/the-italian-gesture-.html,"Can Italians talk without using their hands? Gestures that insult, beg and swear offer a window into Roman culture.","Can Italians talk without using their hands? Gestures that insult, beg and swear offer a window into Roman culture.",The New York Times,2013-07-01T00:33:04+0000,multimedia,Foreign,World,Europe,Video,nyt://video/27469531-0cc2-51ae-aa12-d4e071728750,0,nyt://video/27469531-0cc2-51ae-aa12-d4e071728750,NA,Italian Hand Gestures: A Short History,NA,NA,NA,NA,NA,NA,Emiland Guillerme and Rachel Donadio,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"A look at the week in sports, from the United States swimming championships to title celebrations in Miami and Chicago.",https://www.nytimes.com/slideshow/2013/06/30/sports/Week-In-Sports.html,"A look at the week in sports, from the United States swimming championships to title celebrations in Miami and Chicago.","A look at the week in sports, from the United States swimming championships to title celebrations in Miami and Chicago.",The New York Times,2013-07-01T03:59:23+0000,multimedia,Sports,Sports,NA,Slideshow,nyt://slideshow/6977f7a4-c7d4-5855-8dcf-4cc1640220ff,0,nyt://slideshow/6977f7a4-c7d4-5855-8dcf-4cc1640220ff,Juan Carlos Hidalgo/European Pressphoto Agency,A Week in Pictures,NA,NA,NA,NA,NA,NA,NA,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Raf Simons conceived the collection as four loosely aligned geographic groups: Europe, Asia, the Americas and Africa. Each group expressed a central idea.",https://www.nytimes.com/slideshow/2013/07/01/fashion/dior_spring2014.html,"Raf Simons conceived the collection as four loosely aligned geographic groups: Europe, Asia, the Americas and Africa. Each group expressed a central idea.","Raf Simons conceived the collection as four loosely aligned geographic groups: Europe, Asia, the Americas and Africa. Each group expressed a central idea.",The New York Times,2013-07-01T16:09:04+0000,multimedia,Fashion & Style,Fashion & Style,NA,Slideshow,nyt://slideshow/211aca86-c18d-5c32-a3db-a03821d8a660,0,nyt://slideshow/211aca86-c18d-5c32-a3db-a03821d8a660,Nowfashion.com,Dior Couture,NA,NA,NA,NA,NA,NA,NA,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"President Obama arrived in Tanzania on Monday, greeted by cheering throngs much larger and louder than those he saw in Senegal and South Africa.",https://www.nytimes.com/slideshow/2013/07/01/world/africa/20130702-PREXY.html,"President Obama arrived in Tanzania on Monday, greeted by cheering throngs much larger and louder than those he saw in Senegal and South Africa.","President Obama arrived in Tanzania on Monday, greeted by cheering throngs much larger and louder than those he saw in Senegal and South Africa.",The New York Times,2013-07-01T21:09:27+0000,multimedia,World,World,Africa,Slideshow,nyt://slideshow/8a4a47ed-aca0-59e6-87d0-9aec9a338888,0,nyt://slideshow/8a4a47ed-aca0-59e6-87d0-9aec9a338888,Doug Mills/The New York Times,A Warm Welcome for Obama in Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Much of the area is in a historic district, and the neighborhood is known for ethnic diversity.",https://www.nytimes.com/slideshow/2013/07/07/realestate/20130707-LIVING.html,"Much of the area is in a historic district, and the neighborhood is known for ethnic diversity.","Much of the area is in a historic district, and the neighborhood is known for ethnic diversity.",The New York Times,2013-07-02T20:18:47+0000,multimedia,Real Estate,Real Estate,NA,Slideshow,nyt://slideshow/b766d4de-8b26-5054-b9af-fe6ed433448e,0,nyt://slideshow/b766d4de-8b26-5054-b9af-fe6ed433448e,Jabin Botsford/The New York Times,Living in Clinton HIll,NA,NA,NA,NA,NA,NA,NA,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Couture,https://www.nytimes.com/slideshow/2013/07/02/fashion/armaniprive_fall2013.html,Couture,Couture,The New York Times,2013-07-02T18:15:25+0000,multimedia,Fashion & Style,Fashion & Style,NA,Slideshow,nyt://slideshow/957beb35-fb65-5f2c-a650-b485235fc1a2,0,nyt://slideshow/957beb35-fb65-5f2c-a650-b485235fc1a2,Nowfashion.com,Giorgio Armani Prive,NA,NA,NA,NA,NA,NA,NA,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Scenes from the couture fashion week photo diary of Schohaja.,https://json8.nytimes.com/slideshow/2013/07/02/t-magazine/the-scene-paris-couture-fashion-week-christian-dior.html,Scenes from the couture fashion week photo diary of Schohaja.,Scenes from the couture fashion week photo diary of Schohaja.,NA,2013-07-02T20:54:24+0000,multimedia,NA,NA,NA,Slideshow,nyt://slideshow/1ee2995a-de01-5d5c-a776-d39b6d648378,0,nyt://slideshow/1ee2995a-de01-5d5c-a776-d39b6d648378,NA,The Scene | Paris Couture Fashion Week: Christian Dior,NA,NA,NA,NA,NA,NA,NA,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Metropolitan Diary: A neighbor says he helps nourish the birds in Riverside Park to keep a promise to a friend.,https://cityroom.blogs.nytimes.com/2013/07/01/feeding-the-pigeons-in-memoriam/,Metropolitan Diary: A neighbor says he helps nourish the birds in Riverside Park to keep a promise to a friend., Dear Diary:,The New York Times,2013-07-01T06:00:15+0000,article,,New York,NA,News,nyt://article/5001f285-25e4-5867-8f08-197b1b3d0478,162,nyt://article/5001f285-25e4-5867-8f08-197b1b3d0478,NA,"Feeding the Pigeons, in Memoriam",City Room,NA,NA,NA,NA,NA,By Marion Harris,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Bruce Feiler, author of “The Secrets of Happy Families,” offers 5 video tips for a happier family vacation.",https://parenting.blogs.nytimes.com/2013/07/02/5-secrets-of-happy-family-vacations/,"Bruce Feiler, author of “The Secrets of Happy Families,” offers 5 video tips for a happier family vacation.","Bruce Feiler, author of “The Secrets of Happy Families,” offers 5 video tips for a happier family vacation. ",The New York Times,2013-07-02T20:06:12+0000,article,,Style,NA,News,nyt://article/c6cc4282-1251-538c-ba65-43c78c60907a,19,nyt://article/c6cc4282-1251-538c-ba65-43c78c60907a,NA,5 Secrets of Happy Family Vacations,Motherlode,NA,NA,NA,NA,NA,By Bruce Feiler,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Was Confederate Gen. Richard S. Ewell responsible for losing Gettysburg?,https://opinionator.blogs.nytimes.com/2013/07/02/general-ewells-dilemma/,Was Confederate Gen. Richard S. Ewell responsible for losing Gettysburg?,"Gen. Richard S. Ewell of the Confederate Army was frustrated and angry on the afternoon of July 1, 1863, the first day of the Battle of Gettysburg. The cause of his grief was Robert E. Lee, who had just issued a confusing order that forced Ewell to reconsider whether he should carry out an important attack. What he did next may have arguably decided the battle, and certainly became one of the most controversial series of events of the entire war.",The New York Times,2013-07-02T15:39:48+0000,article,,Opinion,NA,News,nyt://article/c74d4088-9bc3-53af-9760-d4ab1f3c3608,2607,nyt://article/c74d4088-9bc3-53af-9760-d4ab1f3c3608,NA,General Ewell’s Dilemma,Disunion,NA,NA,NA,NA,NA,By Terry L. Jones,NA,518,0,29,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,The candidates’ daily campaign schedules at a glance.,https://cityroom.blogs.nytimes.com/2013/07/02/july-2-where-the-candidates-are-today/,The candidates’ daily campaign schedules at a glance.,"Planned events for the mayoral candidates, according to the campaigns and organizations they are affiliated with. Times are listed as scheduled but frequently change.",The New York Times,2013-07-02T14:59:58+0000,article,,New York,NA,News,nyt://article/a46c44d1-97b3-5cca-a36b-4b68e294dbe6,1247,nyt://article/a46c44d1-97b3-5cca-a36b-4b68e294dbe6,NA,July 2: Where the Candidates Are Today,City Room,NA,NA,NA,NA,NA,By Alison Leigh Cowan,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"After three decades photographing ancient cultures in remote areas of New Guinea, South America and Africa, Chris Rainier wants to give indigenous people the tools to tell their own stories.",https://lens.blogs.nytimes.com/2013/07/01/preserving-the-voice-of-vanishing-cultures/,"After three decades photographing ancient cultures in remote areas of New Guinea, South America and Africa, Chris Rainier wants to give indigenous people the tools to tell their own stories.","Chris Rainier has spent three decades photographing ancient cultures, often in places that cartographers have labeled uncharted, among “peoples from the past who were living in the present.” As he has repeatedly returned to New Guinea, South America and Africa, he has witnessed an onslaught of global American culture and technology erode the remnants of those cultures. Time is running short to preserve knowledge that he believes is important for all of humankind.",The New York Times,2013-07-01T09:00:35+0000,article,,Multimedia/Photos,NA,News,nyt://article/f6b33733-f772-52a1-a744-eed8390fca76,1062,nyt://article/f6b33733-f772-52a1-a744-eed8390fca76,NA,Preserving the Voice of Vanishing Cultures,Lens,NA,NA,NA,NA,NA,By James Estrin,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Reaction on Monday to an ultimatum from Egypt’s Army, giving President Mohamed Morsi 48 hours to resolve a political crisis, was swift, both online and on the streets.",https://thelede.blogs.nytimes.com/2013/07/01/egyptians-react-to-armys-ultimatum/,"Reaction on Monday to an ultimatum from Egypt’s Army, giving President Mohamed Morsi 48 hours to resolve a political crisis, was swift, both online and on the streets.","As our colleagues David Kirkpatrick, Kareem Fahim and Ben Hubbard report, the head of the Egyptian military, Gen. Abdel Fattah al-Sisi, gave President Mohamed Morsi 48 hours “to respond to the people’s demands” or the armed forces would move to impose its “own road map for the future.” ",The New York Times,2013-07-01T16:51:27+0000,article,,Blogs,NA,News,nyt://article/9df8a18d-bd88-580c-b854-c2335fe8c1f0,503,nyt://article/9df8a18d-bd88-580c-b854-c2335fe8c1f0,NA,Egyptians React to Army’s Ultimatum,The Lede,NA,NA,NA,NA,NA,By Robert Mackey,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Enron and Italy: The cheating was known, but viewed as unimportant. And that was a serious mistake.",https://economix.blogs.nytimes.com/2013/07/01/when-cheating-is-ignored/,"Enron and Italy: The cheating was known, but viewed as unimportant. And that was a serious mistake.","My Friday column, on deception by derivative, compared the latest disclosures about Italy’s deception in getting into the euro zone to Enron‘s balance sheet deceptions before it collapsed.",The New York Times,2013-07-01T20:23:41+0000,article,,Business Day,Economy,News,nyt://article/e99af454-d791-52be-b92f-0983d7142941,275,nyt://article/e99af454-d791-52be-b92f-0983d7142941,NA,When Cheating Is Ignored,Economix,NA,NA,NA,NA,NA,By Floyd Norris,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,The founding family of American Greetings has raised its offer to take the company private to $19 a share from an earlier bid of $18.20.,https://dealbook.nytimes.com/2013/07/02/founding-family-raises-bid-for-american-greetings/,The founding family of American Greetings has raised its offer to take the company private to $19 a share from an earlier bid of $18.20.,The founding family of American Greetings has raised its offer to take the company private after shares rose above the previous bid and a special committee set up to evaluate the transaction asked the family to reconsider the price.,The New York Times,2013-07-02T17:23:17+0000,article,,Business Day,NA,News,nyt://article/360041f6-b51a-5a9d-81d6-7957c131e076,397,nyt://article/360041f6-b51a-5a9d-81d6-7957c131e076,NA,Founding Family Raises Bid for American Greetings,DealBook,NA,NA,NA,NA,NA,By Dealbook,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,A project called “theSEXword” seeks to harness social media to educate gay and bisexual men about the risks of contracting H.I.V. and AIDS.,https://cityroom.blogs.nytimes.com/2013/07/02/in-an-online-campaign-teaching-sex-education-via-social-media/,A project called “theSEXword” seeks to harness social media to educate gay and bisexual men about the risks of contracting H.I.V. and AIDS.,The online banter was too steamy to ignore. ,The New York Times,2013-07-02T17:10:10+0000,article,,New York,NA,News,nyt://article/98e42e80-40ac-57a5-9dad-1a2a320a4790,692,nyt://article/98e42e80-40ac-57a5-9dad-1a2a320a4790,NA,"In Battle Against H.I.V., Using Facebook and Twitter",City Room,NA," In Battle Against H.I.V., Using Facebook and Twitter ",NA,NA,NA,By Winnie Hu,NA,518,10,44,A,23
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,The author of this week’s cover article answers questions about how Jimmy Wales is an anomaly among internet entrepreneurs.,https://6thfloor.blogs.nytimes.com/2013/07/01/behind-the-cover-story-amy-chozick-on-the-benevolent-dictator-of-wikipedia/,The author of this week’s cover article answers questions about how Jimmy Wales is an anomaly among internet entrepreneurs.,"Amy Chozick, a media reporter for The Times, wrote this week’s cover story about Jimmy Wales, Wikipedia’s co-founder.",The New York Times,2013-07-01T10:38:49+0000,article,,Magazine,NA,News,nyt://article/a9aac6fc-b182-520a-bf53-cdb345983748,1356,nyt://article/a9aac6fc-b182-520a-bf53-cdb345983748,NA,Behind the Cover Story: Amy Chozick on the ‘Benevolent Dictator’ of Wikipedia,The 6th Floor,NA,NA,NA,NA,NA,By Rachel Nolan,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,A day in the life of armed America.,https://nocera.blogs.nytimes.com/2013/07/02/the-gun-report-july-2-2013/,A day in the life of armed America.,"ASPEN—Asa Hutchinson, the former Arkansas congressman, is one of those people who knows how to make the most extreme ideas seem like just plain ol’ common sense. So it’s no wonder he’s the National Rifle Association’s point man at events like, say, the Aspen Ideas Festival, filled as it is with liberals who would like to see background checks, just for starters.",The New York Times,2013-07-02T13:30:31+0000,article,,Opinion,NA,News,nyt://article/98e804e7-95cc-5725-9ae7-5f9bb106e7d6,1080,nyt://article/98e804e7-95cc-5725-9ae7-5f9bb106e7d6,NA,"The Gun Report: July 2, 2013",Joe Nocera,NA,NA,NA,NA,NA,By Joe Nocera,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Economists who have studied the issue tend to agree that more immigration is better for the Social Security system, at least for many years to come, but that the effect is small.",https://economix.blogs.nytimes.com/2013/07/02/immigration-and-social-security/,"Economists who have studied the issue tend to agree that more immigration is better for the Social Security system, at least for many years to come, but that the effect is small.","The Social Security Administration says that the immigration bill passed by the Senate would help its coffers, adding $276 billion in revenue over the next 10 years while costing only $33 billion.",The New York Times,2013-07-02T21:00:11+0000,article,,Business Day,Economy,News,nyt://article/33f30624-2365-5eeb-8ade-0678b215038f,718,nyt://article/33f30624-2365-5eeb-8ade-0678b215038f,NA,Immigration and Social Security,Economix,NA,Calculating the Effect On Social Security,NA,NA,NA,By Shaila Dewan,NA,518,10,44,A,17
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Participants in Sunday’s rallies in Egypt, as well as Egyptian journalists and foreign correspondents who witnessed the protests, uploaded images, video and text accounts of the massive crowds jamming the streets.",https://thelede.blogs.nytimes.com/2013/06/30/video-and-images-of-anti-morsi-protests/,"Participants in Sunday’s rallies in Egypt, as well as Egyptian journalists and foreign correspondents who witnessed the protests, uploaded images, video and text accounts of the massive crowds jamming the streets.","As our colleagues David Kirkpatrick, Kareem Fahim and Ben Hubbard report from Cairo, millions of Egyptians packed the streets of cities across the country on Sunday to demand the resignation of President Mohamed Morsi, exactly one year after his inauguration as the country’s first democratically elected leader. The Islamist president’s supporters held a rival rally in Nasr City, a neighborhood in the capital.",The New York Times,2013-07-01T00:12:10+0000,article,,Blogs,NA,News,nyt://article/851f2e89-6a3e-5b14-8c4c-0946b39dc707,877,nyt://article/851f2e89-6a3e-5b14-8c4c-0946b39dc707,NA,Video and Images of Anti-Morsi Protests,The Lede,NA,NA,NA,NA,NA,By Liam Stack and Robert Mackey,NA,518,10,44,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,A cellist conveys climate change in a musical composition.,https://dotearth.blogs.nytimes.com/2013/07/02/global-warming-trend-and-variations-charted-by-cello/,A cellist conveys climate change in a musical composition.,"Daniel Crawford, a cello-playing undergraduate at the University of Minnesota, came up with a new way to describe the trend and variations that both characterize our warming climate — a solo composition, “Song of Our Warming Planet,” in which notes represent annual temperature readings from 1880 to 2012 as charted by NASA’s Goddard Institute for Space Studies.",The New York Times,2013-07-02T14:30:04+0000,article,,Opinion,NA,News,nyt://article/9c6f5117-ef8b-5f1b-801a-59687c0cd827,387,nyt://article/9c6f5117-ef8b-5f1b-801a-59687c0cd827,NA,Global Warming Trend and Variations Charted by Cello,Dot Earth,NA,NA,NA,NA,NA,By Andrew C. Revkin,NA,518,20,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Park Avenue Summer (today’s name) will hopefully open in a new location.,https://dinersjournal.blogs.nytimes.com/2013/07/01/seasonal-park-avenue-restaurant-to-close/,Park Avenue Summer (today’s name) will hopefully open in a new location.,"Park Avenue Summer (and Autumn, Winter and Spring; the restaurant changes its name and look each season) will close at the end of the year. Michael Stillman, a partner in Fourth Wall Restaurants, the owner, said the lease was up after 21 years and an agreement could not be reached with the co-op board, which runs the building. He said they hoped to relocate. “We definitely want to continue with this concept,” Mr. Stillman said. “It’s been doing very well, and everyone seems to like the seasonal changes.” He also said they would close the Post House, in the Lowell Hotel, in August because the restaurant and the hotel lobby are being renovated, a job expected to take about six months. “That one is a question mark,” he said.",The New York Times,2013-07-01T21:13:56+0000,article,,Style,NA,News,nyt://article/7cfa6e98-0d52-5ea7-a29a-e495ca328543,130,nyt://article/7cfa6e98-0d52-5ea7-a29a-e495ca328543,NA,Seasonal Park Avenue Restaurant to Close,Diner&#039;s Journal,NA,NA,NA,NA,NA,By Florence Fabricant,NA,518,20,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Citigroup said on Monday that it had agreed to pay Fannie Mae $968 million to resolve potential claims on 3.7 million mortgage loans from 2000 to 2012.,https://dealbook.nytimes.com/2013/07/01/citigroup-to-pay-fannie-ma-968-million-over-mortgage-claims/,Citigroup said on Monday that it had agreed to pay Fannie Mae $968 million to resolve potential claims on 3.7 million mortgage loans from 2000 to 2012.,12:19 p.m. | Updated ,The New York Times,2013-07-01T13:21:31+0000,article,,Business Day,NA,News,nyt://article/c17f50c3-0c05-51de-ba9f-e1fbf7dc015b,312,nyt://article/c17f50c3-0c05-51de-ba9f-e1fbf7dc015b,NA,Citigroup to Pay Fannie Mae $968 Million Over Mortgage Claims,DealBook,NA,Mortgage Settlement,NA,NA,NA,By Dealbook,NA,518,20,28,B,5
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"The first Peking to Paris road rally was held in 1907, and a band of die-hard antique car aficionados just completed a re-creation of the 7,610-mile trek.",https://wheels.blogs.nytimes.com/2013/07/02/100-year-old-model-t-rallies-from-beijing-to-paris/,"The first Peking to Paris road rally was held in 1907, and a band of die-hard antique car aficionados just completed a re-creation of the 7,610-mile trek.","PARIS — Nicky Bailey and Nadja Saralam were not among the top finishers in the 2013 Peking to Paris Motor Challenge when they reached the checkered flag at the magnificent Place Vendôme here on Saturday. However, they managed to impress everyone with their feat of driving an open-top 100-year-old automobile 7,610 miles, negotiating harsh terrain and weather in the process.",The New York Times,2013-07-02T10:00:11+0000,article,,Automobiles,NA,News,nyt://article/0d897844-fc87-54a9-9d15-97d24308e86d,852,nyt://article/0d897844-fc87-54a9-9d15-97d24308e86d,NA,100-Year-Old Model T Rallies From Beijing to Paris,Wheels,NA,From Beijing to Paris In a Ford Model T,NA,NA,NA,By Dhananjay Khadilkar,NA,518,20,28,AU,4
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"The technology reporters and editors of The New York Times scour the Web for important and peculiar items. Monday’s selections include YouTube videos showing what your computer would look like if it were infected with various viruses, and Telefónica to start selling a smartphone in Spain that runs on the Firefox mobile operating system.",https://bits.blogs.nytimes.com/2013/07/01/todays-scuttlebot-firefox-smartphone-and-virus-collector/,"The technology reporters and editors of The New York Times scour the Web for important and peculiar items. Monday’s selections include YouTube videos showing what your computer would look like if it were infected with various viruses, and Telefóni...",Here are some of the more interesting items that the tech reporters and editors of The New York Times found on the Web recently. More Scuttlebot can be found here.,The New York Times,2013-07-01T20:13:00+0000,article,,Technology,NA,News,nyt://article/2c2950aa-4509-5042-8bc3-e12ec1c92398,199,nyt://article/2c2950aa-4509-5042-8bc3-e12ec1c92398,NA,"Today’s Scuttlebot: Firefox Smartphone, and Virus Collector",Bits,NA,NA,NA,NA,NA,By The New York Times,The New York Times,518,20,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Combine ill-thought-out government incentives with a misguided corporate tax system and what do you get? A blockbuster drug.,https://opinionator.blogs.nytimes.com/2013/06/30/the-orphan-jackpot/,Combine ill-thought-out government incentives with a misguided corporate tax system and what do you get? A blockbuster drug.,ONE sure sign that federal regulations and policies are out of whack is when companies start making a business model out of gaming them. That’s particularly true in two areas of government rule making — drug regulation and corporate taxes.,The New York Times,2013-07-01T01:06:50+0000,article,,Opinion,NA,News,nyt://article/1471f518-1cc6-5532-8606-a4aa27af5e4c,739,nyt://article/1471f518-1cc6-5532-8606-a4aa27af5e4c,NA,An Orphan Jackpot,Steven Rattner,NA,An Orphan Jackpot,NA,NA,NA,By Steven Rattner,NA,518,20,28,A,23
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"The universal banking model is under attack by regulators, but Deutsche Bank seems determined to keep its two-track focus of branch network and investment bank.",https://dealbook.nytimes.com/2013/07/02/deutsche-bank-resists-pressure-to-scale-back-its-global-ambition/,"The universal banking model is under attack by regulators, but Deutsche Bank seems determined to keep its two-track focus of branch network and investment bank.","In many ways, Deutsche Bank operates in two different realms.",The New York Times,2013-07-02T19:00:02+0000,article,,Business Day,NA,News,nyt://article/c0df4569-ef74-5c3d-9c2a-3020f6e75d5d,1425,nyt://article/c0df4569-ef74-5c3d-9c2a-3020f6e75d5d,NA,Deutsche Bank Resists Pressure to Scale Back Its Global Ambition,DealBook,NA,Deutsche Resists Calls to Scale Back,NA,NA,NA,By Jack Ewing,NA,518,20,28,B,1
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,A performer in the Cirque du Soleil show “Ka” died on Saturday night after an accident in which audience members said they saw her fall some 50 feet.,https://artsbeat.blogs.nytimes.com/2013/07/01/cirque-du-soleil-performer-dies-after-accident-in-las-vegas/,A performer in the Cirque du Soleil show “Ka” died on Saturday night after an accident in which audience members said they saw her fall some 50 feet.,"A performer in a Cirque du Soleil show in Las Vegas died after an accident in which she appeared to have slipped out of her safety wire and fell some 50 feet. The troupe said in a statement that the performer, Sarah (Sassoon) Guyard, died on Saturday night following the accident. ",The New York Times,2013-07-01T12:51:53+0000,article,,Arts,NA,News,nyt://article/c07fe6d3-1940-5f1f-96c0-eb4425956aa5,384,nyt://article/c07fe6d3-1940-5f1f-96c0-eb4425956aa5,NA,Cirque du Soleil Performer Dies After Accident in Las Vegas,ArtsBeat,NA,NA,NA,NA,NA,By Dave Itzkoff,NA,518,20,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Agents from the federal Department of Agriculture captured geese at the Jamaica Bay Wildlife Refuge and the surrounding area on Tuesday in the name of human air safety.,https://cityroom.blogs.nytimes.com/2013/07/02/annual-goose-roundup-under-way-in-jamaica-bay/,Agents from the federal Department of Agriculture captured geese at the Jamaica Bay Wildlife Refuge and the surrounding area on Tuesday in the name of human air safety.,The annual roundup and slaughter of the region’s Canada geese in the name of human air safety is under way.,The New York Times,2013-07-02T17:25:45+0000,article,,New York,NA,News,nyt://article/c542a4ad-493b-5607-9bde-b7d31497e55b,305,nyt://article/c542a4ad-493b-5607-9bde-b7d31497e55b,NA,Annual Goose Roundup Under Way in Jamaica Bay,City Room,NA,NA,NA,NA,NA,By Andy Newman,NA,518,20,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"AltaVista, once the most advanced and comprehensive search engine on the Web, is about to close its URL forever.",https://bits.blogs.nytimes.com/2013/07/01/altavista-whats-that/,"AltaVista, once the most advanced and comprehensive search engine on the Web, is about to close its URL forever.","There’s an alternate universe where someone would ask you a question you don’t know the answer to and you would respond, “I don’t know, why don’t you AltaVista it?” Instead, in the real world, you reply, “Why don’t you Google it?”",The New York Times,2013-07-01T21:35:37+0000,article,,Technology,NA,News,nyt://article/5dacc51f-d7b8-5b12-8c57-96f73d7e48b1,415,nyt://article/5dacc51f-d7b8-5b12-8c57-96f73d7e48b1,NA,AltaVista. What’s That?,Bits,NA,NA,NA,NA,NA,By Nick Bilton,NA,518,20,28,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,Ms. Gugino in a scene from Daniel Pearle’s new play about a couple and their 4-year-old son who likes to dress up as Cinderella and the Little Mermaid.,https://artsbeat.blogs.nytimes.com/2013/07/02/in-performance-carla-gugino-of-a-kid-like-jake/,Ms. Gugino in a scene from Daniel Pearle’s new play about a couple and their 4-year-old son who likes to dress up as Cinderella and the Little Mermaid.,"Daniel Pearle’s new play “A Kid Like Jake” is a drama about a young couple (Carla Gugino and Peter Grosz) and their attempts to get their 4-year-old son into a good school while coming to terms with the boy’s desire to dress as Cinderella and the Little Mermaid. In this scene, Ms. Gugino reflects on the differences between fantasy and reality as she watches Disney’s “Cinderella” one night. The show continues through July 14 at LCT3’s Claire Tow Theater.",The New York Times,2013-07-02T12:00:08+0000,article,,Arts,NA,News,nyt://article/62d0aa84-2f34-5eca-97e5-68ed83b7d88a,148,nyt://article/62d0aa84-2f34-5eca-97e5-68ed83b7d88a,NA,In Performance: Carla Gugino of ‘A Kid Like Jake’,ArtsBeat,NA,NA,NA,NA,NA,By Erik Piepenburg,NA,518,30,67,NA,NA
OK,Copyright (c) 2020 The New York Times Company. All Rights Reserved.,"Residents of a small Ohio town fight back against speed cameras, and the fake Ferrari from “Ferris Bueller” heads to the auction block.",https://wheels.blogs.nytimes.com/2013/07/02/wheelies-the-big-brother-is-watching-you-edition/,"Residents of a small Ohio town fight back against speed cameras, and the fake Ferrari from “Ferris Bueller” heads to the auction block.",In which we bring you motoring news from around the Web:,The New York Times,2013-07-02T14:00:21+0000,article,,Automobiles,NA,News,nyt://article/a2df7fff-4251-51ed-84db-72f7d02c49fe,521,nyt://article/a2df7fff-4251-51ed-84db-72f7d02c49fe,NA,Wheelies: The Big Brother Is Watching You Edition,Wheels,NA,NA,NA,NA,NA,By Benjamin Preston,NA,518,30,67,NA,NA
